i|dish_id|amount|ingredient
0|1591891||black pepper
1|1591891|1 large|onion
2|1591891|1 tablespoon|red pepper flakes
3|1591891|1|pork
4|1591891|1|toast
5|1591891|2 cups|coffee
6|1591891|2 tablespoons|worcestershire sauce
7|1591891|2 tablespoons|liquid smoke
8|1591891|5 large|garlic
9|1591326||pepper
10|1591326|1 tablespoon|mustard
11|1591326|1 tablespoon|rosemary
12|1591326|1|garlic
13|1591326|1/2 cup|olive oil
14|1591326|1/4 cup|balsamic vinegar
15|1591326|2 lbs.|chicken
16|1521897||skewer
17|1521897|1 clove|garlic
18|1521897|1 teaspoon|chili powder
19|1521897|1/4 cup|honey
20|1521897|1/4 cup|tomato paste
21|1521897|2 tablespoons|cider vinegar
22|1521897|4|chicken breast
23|1558332|1 tablespoon|red bell pepper
24|1558332|1 cup|lime
25|1558332|1|red onion
26|1558332|1/2 teaspoon|black pepper
27|1558332|1/2|half and half
28|1558332|1/4 cup|cilantro
29|1558332|1/4 teaspoon|chicken broth
30|1558332|1/4 teaspoon|olive oil
31|1558332|2 tablespoons|butter
32|1558332|2 tablespoons|red pepper flakes
33|1558332|4|salt
34|1573225||chicken breast
35|1573225|1/2 t|black pepper
36|1573225|2 t|garlic
37|1573225|2 t|season
38|1573225|6 t|butter
39|1573225|6 t|lemon
40|1522866||lemon
41|1522866|1 tablespoon|garlic
42|1522866|1/2 cup|brown sugar
43|1522866|1/2 teaspoon|black pepper
44|1522866|1/4 teaspoon|salt
45|1522866|3/4 cup|ketchup
46|1522866|3/4 cup|soy sauce
47|1522866|4 lbs.|pork
48|1576796||cheese
49|1576796||lemon
50|1576796||mint
51|1576796||pepper
52|1576796||pita
53|1576796||red onion
54|1576796||red pepper flakes
55|1576796|1 1/2 pounds|lamb
56|1576796|1 1/2 pounds|potatoe
57|1576796|1 clove|garlic
58|1576796|1 cup|yogurt
59|1576796|1 tablespoon|dill
60|1576796|1 tablespoon|olive oil
61|1576796|1 tablespoon|paprika
62|1576796|1 teaspoon|pepper
63|1576796|1|avocado
64|1576796|1-2 tablespoons|oregano
65|1576796|1/4 cup|lemon
66|1576796|1/4 cup|olive oil
67|1576796|2 tablespoons|olive oil
68|1576796|2 tablespoons|oregano
69|1576796|4|garlic
70|1574572||orange juice
71|1574572|1 tbsp|orange
72|1574572|1/2 tsp|curry
73|1574572|1/2 tsp|red pepper
74|1574572|1/4 cup|honey
75|1574572|1/4 cup|soy sauce
76|1574572|4 large|chicken breast
77|1574572|4|garlic
78|1543030|1 1/2 lbs|chicken breast
79|1543030|1 tbs|lemon zest
80|1543030|1 tbs|mint
81|1543030|1 tbs|oregano
82|1543030|1 tsp|chili
83|1543030|1/2 tbs|salt
84|1543030|2 tbs|lemon
85|1543030|2 tbs|olive oil
86|1543030|3|garlic
87|1514856||kosher salt
88|1514856||lime
89|1514856|1 4- pound|chicken
90|1514856|1 teaspoon|grate
91|1514856|1|chile
92|1514856|1/4 cup|olive oil
93|1514856|1/4 cup|oregano
94|1514856|3/4 cup|cilantro
95|1197553|1 1/2 teaspoons|ginger
96|1197553|1 teaspoon|chile
97|1197553|1 teaspoon|cilantro
98|1197553|1 teaspoon|cream
99|1197553|1 teaspoon|salt
100|1197553|1/2 cup|olive oil
101|1197553|2 tablespoons|lime juice
102|1197553|4 boneless,|chicken breast
103|1562857|1 1/2 teaspoons|sugar
104|1562857|1 clove|garlic
105|1562857|1 tablespoon|ginger
106|1562857|1 tablespoon|peanut butter
107|1562857|1 tablespoon|sesame oil
108|1562857|1 teaspoon|curry
109|1562857|1/2 teaspoon|salt
110|1562857|2|pork tenderloin
111|1562857|3 tablespoons|soy sauce
112|1549479|1 tablespoon|curry
113|1549479|1 tablespoon|vegetable oil
114|1549479|1|mince
115|1549479|1/2 cup|red onion
116|1549479|1/2 teaspoon|coriander
117|1549479|1/3|cucumber
118|1549479|1/4 cup|cilantro
119|1549479|1/4 teaspoon|cumin
120|1549479|2 cups|honey
121|1549479|2 pounds|steak
122|1549479|2 tablespoons|lime juice
123|1549479|3 tablespoons|lime juice
124|1559422|1 tablespoon|cornstarch
125|1559422|1/2 cup|orange juice
126|1559422|1/4 cup|brown sugar
127|1559422|1/4 cup|lemon
128|1559422|1/4 cup|lime juice
129|1559422|1/4 cup|orange
130|1559422|2|garlic
131|1559422|3 tablespoons|soy sauce
132|1559422|4|salmon
133|1544325||curry
134|1544325|1 ts|cayenne
135|1544325|1|masa
136|1544325|1|pepper
137|1544325|1|squash
138|1544325|2 ts|salt
139|1544325|2|chili
140|1544325|3|paprika
141|1544325|5-6|salt
142|1515244||nori
143|1515244|1 tbsp|pork
144|1515244|1 cup|broth
145|1515244|1 cup|flour
146|1515244|1|egg
147|1515244|1/4 tsp|salt
148|1515244|1/4 tsp|soy sauce
149|1515244|1/4|cabbage
150|1515244|2-3 tbsp|ginger
151|1515244|3-4 tbsp|yam
152|1515244|3-4|green onions
153|1515244|6|mayonnaise
154|1569865|1 clove|garlic
155|1569865|1 medium|tomato
156|1569865|1 pound|ground turkey
157|1569865|1 tablespoon|olive oil
158|1569865|1/2 cup|mushrooms
159|1569865|1/2 teaspoon|black pepper
160|1569865|1/2 teaspoon|salt
161|1569865|2 cups|baby spinach
162|1569865|2 tablespoons|green onions
163|1229072|1 (12-oz.)|tortilla
164|1229072|1 (15-oz.) can|black beans
165|1229072|1 cup|barbecue sauce
166|1229072|1 pound|pork
167|1229072|1/2 cup|mole
168|1229072|1/2 cup|sour cream
169|1229072|1/2 teaspoon|kosher salt
170|1229072|1/4 cup|cilantro
171|1229072|1/4 cup|pepper
172|1229072|2 cups|milk
173|1229072|2 tablespoons|all-purpose flour
174|1229072|2 tablespoons|butter
175|1229072|3 cups|cheese
176|1229072|3 plum|tomatoes
177|1560610||red onion
178|1560610|1 large|garlic
179|1560610|1 tablespoon|cumin
180|1560610|1 tablespoon|kosher salt
181|1560610|1 tablespoon|mustard
182|1560610|1|beer
183|1560610|1/2 cup|chili powder
184|1560610|1/4 cup|bay leaves
185|1560610|2 tablespoons|paprika
186|1560610|2 teaspoons|cayenne
187|1560610|2|beer
188|1560610|2|ground pepper
189|1560610|4 bottles|brown sugar
190|1560610|4|chile
191|1521608||pineapple
192|1521608|1 pound|ham
193|1521608|1|black pepper
194|1521608|1|egg
195|1521608|1|liquid smoke
196|1521608|1/2. tsp|onion powder
197|1521608|1/4 cup|bread crumbs
198|1521608|1/4|garlic
199|1521608|2-3 tbsp.|kosher salt
200|988172|1 tablespoon|chile
201|988172|1/2 cup|canola oil
202|988172|1/2 teaspoon|black pepper
203|988172|1/4 cup|pepper
204|988172|1/4 teaspoon|cayenne
205|988172|20 shrimp|bbq
206|988172|3 tablespoons|dijon mustard
207|988172|3 tablespoons|lemon
208|988172|8 ounces|bacon
209|1185351|1 1/2 lbs.|steak
210|1185351|1 tb.|ginger
211|1185351|1 tb.|sesame seeds
212|1185351|1 bunch|green onions
213|1185351|1 tsp.|chile
214|1185351|1/2 tsp.|black pepper
215|1185351|1/3 cup|soy sauce
216|1185351|2 1/2 tb.|brown sugar
217|1185351|2 tb.|sesame oil
218|1185351|3 cloves|garlic
219|1242767||avocado
220|1242767|1 medium|avocado
221|1242767|1 recipe|chicken
222|1242767|1 recipe|pineapple
223|1242767|1 tablespoon|lime juice
224|1242767|1/2 cup|cheese
225|1242767|1/2 cup|sour cream
226|1242767|1/2 teaspoon|salt
227|1242767|1/4 teaspoon|cumin
228|1242767|1/4 teaspoon|garlic
229|1242767|2 tablespoons|mayonnaise
230|1242767|4 flour|tortilla
231|1157512||kosher salt
232|1157512||salt
233|1157512|1 15- ounces can|chickpeas
234|1157512|1 tablespoon|lemon zest
235|1157512|1/4 teaspoon|red pepper flakes
236|1157512|2 tablespoons|lemon
237|1157512|3 cups|arugula
238|1157512|4 sprigs|thyme
239|1157512|6 tablespoons|olive oil
240|1157512|8 small|chicken
241|1148724|1 tbs.|brown sugar
242|1148724|1 tsp.|garlic
243|1148724|1 tsp.|sesame oil
244|1148724|1/4 tsp.|red pepper flakes
245|1148724|2 tbs.|five-spice
246|1148724|2 tbs.|soy sauce
247|1148724|2 tbs.|vegetable oil
248|1148724|2 tsp.|rice vinegar
249|1148724|2-1/2 lb.|chicken
250|1148724|3 tbs.|cilantro
251|1148724|3/4 tsp.|kosher salt
252|1518440|2 cups|italian
253|1518440|2 pounds|fish
254|1161008|1 1/2 tablespoons|chile
255|1161008|1 1/2 tablespoons|coriander
256|1161008|1 1/2 tablespoons|cumin
257|1161008|1 1/2 teaspoons|kosher salt
258|1161008|1/2 cup|tenderloin
259|1161008|1/2 teaspoon|black pepper
260|1161008|1/2 teaspoon|cinnamon
261|1161008|1/2 teaspoon|olive oil
262|1161008|2 tablespoons|brown sugar
263|1156738||steak
264|1156738|1 teaspoon|black pepper
265|1156738|1 teaspoon|kosher salt
266|1156738|1/2 cup|brandy
267|1156738|1/2 cup|cream
268|1156738|1/2 cup|red wine
269|1156738|2 shallots,|mince
270|1156738|2 tablespoons|parsley
271|1156738|2 tablespoons|peppercorn
272|1156738|4 cups|sodium
273|1156738|4 tablespoons|butter
274|1496314|1 1/2 cups|ginger
275|1496314|1 1/4 pounds|steak
276|1496314|1 2 -|scallion
277|1496314|1 cup|rice vinegar
278|1496314|1 tablespoon|cucumber
279|1496314|1 tablespoon|rice
280|1496314|1/4 cup|mayonnaise
281|1496314|1/4 cup|vegetable oil
282|1496314|2|carrots
283|1496314|2|sesame seeds
284|1494575||lemon
285|1494575|1 cup|garlic
286|1494575|1 tablespoon|oyster sauce
287|1494575|1 teaspoon|salt
288|1494575|1|garlic
289|1494575|1|pepper
290|1494575|1/2 teaspoon|pepper
291|1494575|1/2|pepper
292|1494575|1/4 cup|fish sauce
293|1494575|1/8|salt
294|1494575|2 pounds|pork
295|1494575|2 tablespoons|brown sugar
296|1494575|2 tablespoons|white vinegar
297|1494575|2|ground pepper
298|1494575|3|onion
299|1510778||butter
300|1510778||mayonnaise
301|1510778|1 cup|bbq
302|1510778|1 cup|cider vinegar
303|1510778|1 small|jalapeno
304|1510778|1 tablespoon|red pepper
305|1510778|1|rotisserie
306|1510778|1/2|cheese
307|1510778|1/4|cornstarch
308|1510778|2 tablespoons|pepper
309|1510778|3/4|lemon
310|1514106|1 tbsp|sesame oil
311|1514106|1/2 cup|onion powder
312|1514106|1/2 cup|soy sauce
313|1514106|1/2 cup|sugar
314|1514106|1/2 tbsp|garlic
315|1514106|1/4 cup|green onions
316|1514106|1/4 tbsp|black pepper
317|1514106|2 1/2 lbs|short ribs
318|1505338|1 cup|ketchup
319|1505338|1 large|sesame seeds
320|1505338|1 tablespoon|carrot
321|1505338|1 tablespoon|snow pea
322|1505338|1 tablespoon|soy sauce
323|1505338|1 teaspoon|honey
324|1505338|1 teaspoon|sesame oil
325|1505338|1/2 cup|honey
326|1505338|1/2 cup|soy sauce
327|1505338|1/2 teaspoon|garlic
328|1505338|1/2|black pepper
329|1505338|1/4 cup|sesame oil
330|1505338|2 -|pork
331|1505338|2 tablespoons|five-spice
332|1505338|2 tablespoons|ham
333|1505338|2 tablespoons|rice vinegar
334|1505338|2 tablespoons|sesame oil
335|1505338|2 tablespoons|shallot
336|1505338|2 tablespoons|soy sauce
337|1505338|2 teaspoons|black pepper
338|1505338|2|chicken stock
339|1505338|3 tablespoons|hoisin sauce
340|1505338|3 tablespoons|honey
341|1505338|3 tablespoons|ketchup
342|1505338|3 tablespoons|rice vinegar
343|1505338|4 ounces|cabbage
344|1505338|4|ginger
345|1505338|5 pound|canola oil
346|1155336|1 teaspoon|thyme
347|1155336|1-1/2 teaspoons|lemon zest
348|1155336|1-1/4 teaspoon|salt
349|1155336|1/2 teaspoon|black pepper
350|1155336|1/2 teaspoon|oregano
351|1155336|4 boneless,|chicken breast
352|1155336|4 large|garlic
353|1155336|6 tablespoons|extra virgin olive oil
354|1179645|1 1/4 cup|flour
355|1179645|1 cup|corn
356|1179645|1 tbsp|sugar
357|1179645|1 tsp|salt
358|1179645|1|egg
359|1179645|1/4 cup|butter
360|1179645|1/4 cup|milk
361|1179645|1/4 cup|cheese
362|1638831||extra virgin olive oil
363|1638831|1 tablespoon|garlic
364|1638831|2|mushroom
365|1170228|1 cup|sugar
366|1170228|1 cup|tomato paste
367|1170228|1 cup|white vinegar
368|1170228|1/3 cup|garlic
369|1170228|1/4 cup|chicken
370|1170228|1/4 cup|soy sauce
371|1170228|3/4 cup|mince
372|1170228|3/4 cup|onion
373|1170228|6 large|lime
374|1170228|6 large|chicken
375|1315257||lemon
376|1315257|1 tbsp.|olive oil
377|1315257|1|lemon
378|1315257|1/2 tsp.|salt
379|1315257|1/4 c.|chives
380|1315257|1/4 tsp.|black pepper
381|1315257|4 medium|chicken
382|1315257|4 medium|summer squash
383|1090055|1 1/4 cup|butter
384|1090055|1 1/4 cup|coconut milk
385|1090055|1 1/4 tsp|chili powder
386|1090055|1 3/4 tsp|black pepper
387|1090055|1 cup|rice
388|1090055|1 dozen|onion
389|1090055|1 lbs|shrimp
390|1090055|1 lbs|steak
391|1090055|1 stick|olive oil
392|1090055|1 tsp|coriander
393|1090055|1 tsp|cumin
394|1090055|1 tsp|garlic
395|1090055|1|avocado
396|1090055|1/2 tsp|cayenne
397|1090055|1/2 tsp|oregano
398|1090055|2|lime
399|1090055|3 tbls|salt
400|1090055|4 tbls|cilantro
401|1090055|6 cloves|garlic
402|1416404||pepper
403|1416404|1 cup|black beans
404|1416404|1/2 cup|tomatoes
405|1416404|1/2 cup|cheddar cheese
406|1416404|1/4 cup|cilantro
407|1416404|3|lime
408|1416404|4 boneless|chicken breast
409|1349436||sesame oil
410|1349436|1 tablespoon|brown sugar
411|1349436|1 tablespoon|fish sauce
412|1349436|1 tablespoon|ginger
413|1349436|1 tablespoon|tamari
414|1349436|1|garlic
415|1349436|1/2 teaspoon|garlic
416|1349436|1/3 up|olive oil
417|1349436|2 stalks|lemon
418|1363914||chicken
420|1324747||brown sugar
421|1324747||cider vinegar
422|1324747||mustard
423|1324747||stock
424|1324747||yield
425|1324747|1 (12 oz.)|beer
426|1324747|1 1/2 tbs|onion powder
427|1324747|1 cup|white wine
428|1324747|1 tbs|chili powder
429|1324747|1 tbs|cumin
430|1324747|1 tbs|liquid smoke
431|1324747|1 tb|molasses
432|1324747|1 tb|salt
433|1324747|1 heaping|ground pepper
434|1324747|1 tsp|bbq
435|1324747|1 tsp|garlic
436|1324747|1/2 sp|red pepper flakes
437|1324747|2 tbs|black pepper
438|1324747|2 tbs|brown sugar
439|1324747|2 tbs|paprika
440|1324747|2 tb|olive oil
441|1324747|2 tsp|cayenne
442|1324747|2 tsp|kosher salt
443|1324747|3-5 #|pork
444|1324747|4 tb|dijon mustard
445|1324747|6 oz.|ketchup
446|1298174|2 fresh|onion
447|1298174|2 tbsp.|balsamic vinegar
448|1298174|2 tbsp.|black pepper
449|1298174|3 tbsp.|olive oil
450|1298174|3 tbsp.|red wine
451|1298174|4 boneless,|chicken breast
452|1298174|4 pineapple|pepper
453|1298174|4 to|honey
454|1289710|1 (16 oz)|mozzarella
455|1289710|2 cups|pepper
456|1289710|2-4 chicken|italian
457|1289710|4-6 hoagie|onion
458|1303851||lemon
459|1303851|1 1/2 teaspoon|kosher salt
460|1303851|1 clove|garlic
461|1303851|1/4 cup|olive oil
462|1303851|1/8 easpoon|cumin
463|1303851|1/8 easpoon|thyme
464|1303851|2 tablespoons|onion
465|1303851|2 teaspoon|black pepper
466|1303851|4 large|chicken breast
467|1318281||black pepper
468|1318281|1 small|garlic
469|1318281|1/2 cup|parsley
470|1318281|1/4 cup|lemon
471|1318281|16 ounces|steak
472|1318281|2 tablespoons|pine nut
473|1318281|3 tablespoons|extra virgin olive oil
474|1318281|3/4 cup|chives
475|1316747|1 -2 teaspoon|black pepper
476|1316747|1 cup|brown sugar
477|1316747|1 medium|onion
478|1316747|1 pinch|cayenne
479|1316747|1/2 teaspoon|paprika
480|1316747|1/2 teaspoon|salt
481|1316747|1/3 cup|mustard
482|1316747|1/4 cup|worcestershire sauce
483|1316747|1/4 cup|red wine vinegar
484|1316747|1/4 cup|vegetable oil
485|1316747|2 cups|ketchup
486|1316747|3 teaspoons|liquid smoke
487|1316747|4|garlic
488|1316747|5 teaspoons|chili powder
489|1363497||soy sauce
490|1363497|1 c|black pepper
491|1363497|1 tbsp|beef
492|1363497|1/2 c|brown sugar
493|1363497|1/4 c|garlic
494|1363497|1/4 c|scallion
495|1363497|1/4 c|sesame seeds
496|1363497|2 tbsp|sesame oil
497|1363497|5 cloves|apple
498|1294374||scallion
499|1294374|1 1/2 tsp|kosher salt
500|1294374|1 tb|garlic
501|1294374|1 pkg|slow cooker
502|1294374|1-2 tsp|black pepper
503|1294374|2 medium|onion
504|1294374|3 tb|sugar
505|1294374|3 lbs|beef
506|1294374|7 medium|carrots
507|1331689|1 t|brown sugar
508|1331689|1 t|kosher salt
509|1331689|1 slab|pork
510|1331689|1 t|black pepper
511|1331689|1/2 t|chili powder
512|1331689|1/2 t|garlic
513|1331689|1/2 t|mustard
514|1331689|1/2 t|onion powder
515|1331689|1/4 to|cayenne
516|1331689|2 t|paprika
517|1290239||corn starch
518|1290239||mirin
519|1290239||sesame seeds
520|1290239|1 cup|soy sauce
521|1290239|1/2 cup|sake
522|1290239|1/3 up|salt
523|1290239|1/4 tsp.|ginger
524|1290239|2 lb|chicken
525|1290239|2-3 sliced|garlic
526|1290239|3 tbsp.|sugar
527|1290668|1 slab|pork
528|1290668|1/2 sp|garlic
529|1290668|1/2 sp|ground pepper
530|1290668|1/2 sp|salt
531|1290668|3/4 up|barbecue sauce
532|1331033|1 can|pineapple juice
533|1331033|1 fresh|pineapple
534|1331033|1 medium|pepper
535|1331033|1 medium|red onion
536|1331033|1 medium|red pepper
537|1331033|1-1/2 pounds|steak
538|1331033|1-1/2 teaspoons|garlic
539|1331033|1-1/2 teaspoons|ginger
540|1331033|1/3 cup|honey
541|1331033|1/3 cup|soy sauce
542|1331033|12 large|mushrooms
543|1331033|2-1/2 cups|rice
544|1331033|3 tablespoons|cider vinegar
545|1302554||bbq
546|1302554||olive oil
547|1302554|1 cup|onion
548|1302554|1/2 cup|bbq
549|1302554|1/2 tsp|pepper
550|1302554|1/2 tsp|salt
551|1302554|12-16 large|jalapeno peppers
552|1302554|12-16 slices|bacon
553|1302554|2 cups|pork
554|1302554|2 tbs|garlic
555|1321708||ham
556|1321708||barbecue sauce
557|1321708|1 five|pork
558|1321708|1 tablespoon|paprika
559|1321708|1/4 cup|vegetable oil
560|1321708|2 large|onion
561|1321708|2 tablespoons|salt
562|1321708|2 teaspoons|red pepper
563|1321708|4 cloves|garlic
564|1297230|1 cup|brown sugar
565|1297230|1 cup|ketchup
566|1297230|1 cup|molasses
567|1297230|1/2 cup|worcestershire sauce
568|1297230|1/2 cup|tomato sauce
569|1297230|1/4 cup|lemon
570|1297230|2 -6 lbs|pork
571|1297230|2 tablespoons|garlic
572|1297230|2 tablespoons|mustard
573|1297230|2 tablespoons|onion powder
574|1297230|2 teaspoons|black pepper
575|1297230|2 teaspoons|salt
576|1297230|3 teaspoons|cayenne
577|1340282|1 (5 pound)|season
578|1340282|1 1/2 cups|cider vinegar
579|1340282|1 teaspoon|cayenne
580|1340282|1 teaspoon|cinnamon
581|1340282|1 teaspoon|cumin
582|1340282|1 teaspoon|garlic
583|1340282|1 teaspoon|onion powder
584|1340282|1/2 cup|pork
585|1340282|1/4 cup|black pepper
586|1340282|2 tablespoons|brown sugar
587|1320971||salt
588|1320971||ground pepper
589|1320971|1 pound|mushrooms
590|1320971|1 small|onion
591|1320971|1 tablespoon|rosemary
592|1320971|1 teaspoon|thyme
593|1320971|1/2 pound|mushrooms
594|1320971|2|garlic
595|1320971|3 medium|tomatoes
596|1320971|4 skinless,|chicken breast
597|1320971|5 tablespoons|olive oil
598|1264035|1 tablespoon|chicken breast
599|1264035|1 tablespoon|salt
600|1264035|1 teaspoon|black pepper
601|1264035|1 teaspoon|white vinegar
602|1264035|1/2 cup|worcestershire sauce
603|1264035|1/2 cup|olive oil
604|1264035|1/4 teaspoon|sugar
605|1264035|2 teaspoons|lemon
606|1264035|3 tablespoons|rosemary
607|1248054|1 cup|brown sugar
608|1248054|1 teaspoon|black pepper
609|1248054|1/2 cup|garlic
610|1248054|1/4 cup|worcestershire sauce
611|1248054|1/4 cup|chile
612|1248054|1/4 cup|ketchup
613|1248054|1/4 cup|soy sauce
614|1248054|2 cloves|mustard
615|1248054|4 pounds|pork
616|1267184||dijon mustard
617|1267184||honey
618|1267184|1 grapefruit,|salad
619|1267184|1 tablespoon|vinaigrette
620|1267184|1 teaspoon|salad
621|1267184|1/2 tablespoon|salt
622|1267184|16 cherry|black pepper
623|1267184|2 avocados,|almond
624|1267184|2 nectarines,|tomatoes
625|1267184|2 tablespoons|balsamic vinegar
626|1267184|2 tablespoons|black pepper
627|1267184|2 tablespoons|chili powder
628|1267184|2 tablespoons|mayonnaise
629|1267184|4 cooked|pork chops
630|1267184|8 cups|greens
631|1265160||cider vinegar
632|1265160|1 14- oz|mayonnaise
633|1265160|1/2 cup|dijon mustard
634|1265160|1/2 cup|celery seed
635|1265160|1/2 cup|sugar
636|1265160|1/2 medium|sour cream
637|1265160|2 cups|pork
638|1265160|2 tsp|pepper
639|1265160|4 kings|red onion
640|1265160|4 slices|pepper
641|1265160|4 tsp|kosher salt
642|1252566||salt
643|1252566|1 tablespoon|cheddar
644|1252566|1/2 easpoon|cilantro
645|1252566|1/2 easpoon|sugar
646|1252566|2 limes,|black pepper
647|1252566|2 tablespoons|cilantro
648|1252566|4 chicken|zest
649|1253442||salt
650|1253442||pepper
651|1253442|1 - 1 1/4 pounds|chicken breast
652|1253442|1 bottle|honey
653|1253442|1 green|pepper
654|1253442|1 red|pepper
655|1253442|1 yellow|onion
656|1253442|1-2 tsp|season
657|1253442|2 tb|garlic
658|1253442|2 tb|soften
659|1253442|4 ears|corn
660|1253442|4 tsp|season
661|1240657||lime
662|1240657||basil
663|1240657||cayenne
664|1240657||cilantro
665|1240657||mint
666|1240657|1 1- inch|ginger
667|1240657|1 4- inch|lemon grass
668|1240657|1 medium|carrot
669|1240657|1 tablespoon|soy sauce
670|1240657|1 teaspoon|sesame oil
671|1240657|1|garlic
672|1240657|1/4 cup|peanuts
673|1240657|1/8 easpoon|cayenne
674|1240657|2 small|cucumber
675|1240657|2 tablespoons|fish sauce
676|1240657|2 tablespoons|rice vinegar
677|1240657|2 tablespoons|soy sauce
678|1240657|2 teaspoons|sesame oil
679|1240657|3 tablespoons|brown sugar
680|1240657|3 tablespoons|fish sauce
681|1240657|3/4 cup|bean sprouts
682|1240657|4 large|garlic
683|1240657|4 tablespoons|peanut butter
684|1240657|4 tablespoons|scallion
685|1240657|6 boneless|chicken
686|1240657|6 tablespoons|lime juice
687|1240657|6 to|chile
688|1240657|8 ounces|rice
689|1256914||black pepper
690|1256914|1 (28-ounce) can|tomato sauce
691|1256914|1 medium|onion
692|1256914|1 pound|beef
693|1256914|1/2 cup|pine nut
694|1256914|1/2 tablespoon|butter
695|1256914|1/2 teaspoon|cinnamon
696|1256914|12 ounces|mozzarella
697|1256914|2 large|eggplant
698|1256914|2 teaspoons|kosher salt
699|1256914|2|garlic
700|1256914|4 tablespoons|olive oil
701|1281807|1/4 cup|teriyaki sauce
702|1281807|16 1 1/2- inch|pineapple
703|1281807|2 tbs.|green onion
704|1281807|2 tsp.|sesame seeds
705|1281807|3 –4|eggplant
706|1239660||cilantro
707|1239660|1 medium|onion
708|1239660|1 pound|chicken
709|1239660|1 tablespoon|cumin
710|1239660|1 tablespoon|vegetable oil
711|1239660|1 teaspoon|kosher salt
712|1239660|1/2 teaspoon|black pepper
713|1239660|2 avocados,|tomatillo
714|1239660|2|garlic
715|1239660|8 corn|tortilla
716|1283725||mango
717|1283725|1 cup|yogurt
718|1283725|1 small|kosher salt
719|1283725|1 small|mint
720|1283725|1 tablespoon|cider vinegar
721|1283725|1 teaspoon|black pepper
722|1283725|1 teaspoon|kosher salt
723|1283725|1/2 teaspoon|black pepper
724|1283725|1/2 teaspoon|mustard
725|1283725|1/4 teaspoon|cloves
726|1283725|1/8 teaspoon|apple
727|1283725|1/8 teaspoon|ginger
728|1283725|2 tablespoons|apple juice
729|1283725|2 tablespoons|jalapeno
730|1283725|2 teaspoons|garam masala
731|1283725|3 tablespoons|apricot
732|1283725|8 chicken|cider vinegar
733|1253642|1 cup|carrots
734|1253642|1 cup|snap peas
735|1253642|1 lb.|chicken breast
736|1253642|1 tablespoon|cider vinegar
737|1253642|1 teaspoon|orange
738|1253642|1 teaspoon|salt
739|1253642|1/2 cup|scallion
740|1253642|1/2 teaspoon|sugar
741|1253642|1/4 cup|orange juice
742|1253642|1/4 teaspoon|black pepper
743|1253642|2 tablespoons|lemon
744|1253642|3 cups|rice
745|1253642|3 tablespoons|olive oil
746|1285768|1 tsp|garlic
747|1285768|1 tsp|olive oil
748|1285768|1/2 tsp|paprika
749|1285768|1/2 tsp|salt
750|1285768|1/4 tsp|black pepper
751|1285768|2 lbs|chicken breast
752|1285768|2 tbsp|balsamic vinegar
753|1285768|2 tbsp|honey
754|1285768|2 tbsp|ketchup
755|1285768|3/4 tsp|onion powder
756|1255239|1 scotch|garlic
757|1255239|1 small|onion
758|1255239|1 teaspoon|allspice
759|1255239|1|five-spice
760|1255239|1/2 tablespoon|chicken
761|1255239|1/2 teaspoon|ground nutmeg
762|1255239|1/2 teaspoon|salt
763|1255239|1/2 teaspoon|thyme
764|1255239|1/4 cup|vegetable oil
765|1255239|2 scallions,|pepper
766|1255239|3/4 teaspoon|soy sauce
767|1259995||chicken
768|1259995||ground pepper
769|1259995|1 teaspoon|brown sugar
770|1259995|1/4 cup|coconut milk
771|1259995|2 tablespoons|curry
772|1246007|1 tbsp|rice
773|1246007|1 tbsp|zest
774|1246007|1 tsp|allspice
775|1246007|1/2 small|vegetable oil
776|1246007|2 tbsp|season
777|1246007|200 g|black beans
778|1246007|3 limes,|pineapple
779|1246007|400 g|fillet
780|1250954||lemon
781|1250954|1 heaping|honey
782|1250954|1 heaping|mustard
783|1250954|1 tsp|kosher salt
784|1250954|1/2 cup|parsley
785|1250954|1/2 tsp|black pepper
786|1250954|1/3 up|lemon
787|1250954|1/4 cup|extra virgin olive oil
788|1250954|4 large|garlic
789|1250954|4 skinless,|chicken breast
790|1253376||chicken
791|1253376||vegetable oil
792|1253376|1 (12-ounce) can|beer
793|1253376|1 tablespoon|cayenne
794|1253376|1 tablespoon|cumin
795|1253376|2 tablespoons|onion powder
796|1253376|2 tablespoons|paprika
797|1253376|2 tablespoons|salt
798|1253376|2 teaspoons|black pepper
799|1253376|2 teaspoons|garlic
800|1253376|2 teaspoons|oregano
801|1253376|2 teaspoons|thyme
802|1253376|4 pounds|chicken
803|1277464||marinade
804|1277464|1 tablespoon|brown sugar
805|1277464|1 tablespoon|lime juice
806|1277464|1 tablespoon|sesame oil
807|1277464|1 cup|basil
808|1277464|1 pound|chicken
809|1277464|1 red|bell pepper
810|1277464|1 teaspoon|garlic
811|1277464|1 teaspoon|sesame oil
812|1277464|1-2 teaspoons|garlic
813|1277464|1/2 cup|peanut butter
814|1277464|1/4 cup|brown sugar
815|1277464|1/4 cup|rice vinegar
816|1277464|1/4 cup|soy sauce
817|1277464|2 medium|carrots
818|1277464|2 teaspoons|ginger
819|1277464|2-3 teaspoons|ginger
820|1277464|3-4 medium|zucchini
821|1277464|4 cloves|garlic
822|1277464|4|garlic
823|1238705||extra virgin olive oil
824|1238705||salt
825|1238705||ground pepper
826|1238705||lobster
827|1238705|1 pound|shrimp
828|1238705|2 dozen|clams
829|1238705|2 tablespoons|butter
830|1239141|1/2 cup|olive oil
