i|dish_id|amount|ingredient
14538|568699|800 g|loin
14539|568699|9|garlic
14540|568699|90 g|sugar
14541|138029||butter
14542|138029||lamb
14543|138029||potato
14544|138029||stock
14545|138029||cabbage
14546|138029||olive oil
14547|138029||pepper
14548|138029||thyme
14549|114657|sprigs|sage
14550|114657||cooking spray
14551|114657|1 ts|olive oil
14552|114657|1/2 ts|lemon
14553|114657|1/4 c|dijon mustard
14554|114657|1/4 c|lemon
14555|114657|1/4 c|sage
14556|114657|1/4 c|chives
14557|114657|1/4 c|thyme
14558|114657|4|chicken breast
14559|119007|1 1/2 tb|sesame seeds
14560|119007|1 c|soy sauce
14561|119007|1 tb|garlic
14562|119007|1/2 ts|red pepper
14563|119007|1/4 c|sesame oil
14564|119007|1/8 ts|red pepper
14565|119007|2 1/2 tb|brown sugar
14566|119007|2/3 c|green onions
14567|119007|4|short ribs
14568|593992|1 1/2 teaspoon|black pepper
14569|593992|1 tablespoon|brown sugar
14570|593992|1 tablespoon|chili powder
14571|593992|1 tablespoon|cumin
14572|593992|1 tablespoon|sugar
14573|593992|1 teaspoon|red pepper
14574|593992|2 tablespoon|paprika
14575|593992|2 teaspoon|salt
14576|593992|5 pound|pork
14577|478251||chicken
14578|478251||tomato paste
14579|478251|1 cup|soy sauce
14580|478251|1 cup|onion
14581|478251|1 cup|sugar
14582|478251|1/3 cup|chicken
14583|478251|1/4 cup &amp; 2 tbsp|white vinegar
14584|478251|1/4 cup|chicken
14585|478251|3/4 cup|garlic
14586|478251|3/4 cup|jalapeno pepper
14587|478251|6 large|lime
14588|145077||lemon
14589|145077||paprika
14590|145077||butter
14591|145077||parsley
14592|145077|1 ts|tartar sauce
14593|145077|1/2 c|salt
14594|145077|1/2 ts|worcestershire sauce
14595|145077|1/2|lemon
14596|145077|1/3 c|cornmeal
14597|145077|1/4 c|vegetable oil
14598|145077|2 c|bread crumbs
14599|145077|2 lb|crab
14600|145077|2 tb|cayenne
14601|145077|4 lg|eggs
14602|145077|6 tb|sour cream
14603|1669964|1 tbsp|chili powder
14604|1669964|1 tbsp|cumin
14605|1669964|1 tbsp|garlic
14606|1669964|1 tsp|pepper
14607|1669964|1 tsp|salt
14608|1669964|2 lbs|steak
14609|1682956||rosemary
14610|1682956||sherry
14611|1682956|1/3 cup|olive oil
14612|1682956|1/3 cup|parsley
14613|1682956|4|pork
14614|1263517||celery
14615|1263517||organic
14616|1263517||olive oil
14617|1263517|1 lb.|organic
14618|1263517|1/4 cup|black pepper
14619|1262633|1 &amp;frasl;4|reduce
14620|1262633|18 ounces|chicken breast
14621|1262633|3 large|red pepper
14622|1262633|4 leaves|lettuce
14623|278087||lemon
14624|278087|1 tbs|lemon zest
14625|278087|1/3 cup|lemon
14626|278087|1/4 cup|oregano
14627|278087|2 tbs|olive oil
14628|278087|8|oregano
14629|1254608||corn
14630|1254608||okra
14631|1254608|1/2 cup|mustard
14632|1254608|12 ounces|bell pepper
14633|1254608|2 tablespoons|butter
14634|1254608|2 tablespoons|chicken breast
14635|1254608|2 tablespoons|cider vinegar
14636|1254608|2 teaspoons|ground pepper
14637|1254608|3 tablespoons|molasses
14638|1254608|4 skinless,|chives
14639|1254608|8 ounces|vegetable oil
14640|183541|1 tablespoon|lemon
14641|183541|1/2 teaspoon|pepper
14642|183541|2 teaspoons|garlic
14643|183541|4 teaspoons|thyme
14644|183541|4|chicken breast
14645|94235||chives
14646|94235||herb
14647|94235||orange
14648|94235|1 tb|balsamic vinegar
14649|94235|1 tb|olive oil
14650|94235|1 ts|orange
14651|94235|1/4 c|dijon mustard
14652|94235|1/4 c|mustard
14653|94235|1/4 c|orange juice
14654|94235|1/4 ts|pepper
14655|94235|1/4 ts|black pepper
14656|94235|2 tb|tarragon
14657|94235|6|chicken
14658|140948||cumin
14659|140948||garlic
14660|140948||saffron
14661|140948||salt
14662|140948|1 lg|olive oil
14663|140948|1|caraway seed
14664|140948|2 1/2 ml|coriander
14665|140948|250 g|steak
14666|140948|5 ml|coriander
14667|140948|5 ml|yogurt
14668|1749188|.5 teaspoon|pepper
14669|1749188|1 pound|chicken
14670|1749188|1 tablespoon|season
14671|1749188|1|onion
14672|1749188|1.5 teaspoons|mustard
14673|1749188|1/3 cup|orange juice
14674|1749188|1/3 cup|vegetable oil
14675|1749188|2 tablespoons|honey
14676|1749188|2|bell pepper
14677|1659374|1  tablespoon|brown sugar
14678|1659374|1 7-8 pound|loin
14679|1659374|1 teaspoon|cinnamon
14680|1659374|1 teaspoon|ginger
14681|1659374|1|onion
14682|1659374|1/2 cup|orange juice
14683|1659374|1/2 teaspoon|black pepper
14684|1659374|1/3 cup|soy sauce
14685|1659374|1/4 cup|vinegar
14686|1659374|2 cloves|garlic
14687|1659374|2 tablespoons|vegetable oil
14688|1659374|2 teaspoons|salt
14689|1659374|2 teaspoons|allspice
14690|1659374|4|jalapeno peppers
14691|1659374|5 sprigs|thyme
14692|1659374|5|scallion
14693|1689305|1 1/2 tablespoons|soy sauce
14694|1689305|1 pound|tenderloin
14695|1689305|1 tablespoon|carrots
14696|1689305|1 tablespoon|pepper
14697|1689305|1 tablespoon|sesame oil
14698|1689305|1 tablespoon|sesame seeds
14699|1689305|1 tablespoon|snow pea
14700|1689305|1/2 teaspoon|ginger
14701|1689305|2 tablespoons|garlic
14702|1689305|2 teaspoons|rice wine vinegar
14703|1689305|2|garlic
14704|1689305|3 tablespoons|sugar
14705|1689305|3|scallion
14706|1342160|1 whole|tenderloin
14707|1342160|2 sticks|butter
14708|1342160|3 tablespoons|salt
14709|1342160|3 tablespoons|season
14710|1683242|1 20 ounce can|pineapple
14711|1683242|1 cup|lemon
14712|1683242|1/2 cup|brown sugar
14713|1683242|1/3|soy sauce
14714|1683242|6-8|chicken breast
14715|1671427|1 tablespoon|garlic
14716|1671427|1 tablespoon|oregano
14717|1671427|1 teaspoon|lemon
14718|1671427|1|olive oil
14719|1671427|1/2|fennel
14720|1671427|150 ml|cranberry
14721|1671427|2 tablespoons|coriander
14722|1671427|2 tablespoons|cumin
14723|1671427|200 ml|lemon
14724|1671427|250 grams|yogurt
14725|1671427|5 tablespoons|balsamic vinegar
14726|152370|1 3/4 lb|lamb
14727|1221140||bbq
14728|1221140||ham
14729|1221140||loin
14730|1270199||kosher salt
14731|1270199|1 1/2 teaspoons|chile
14732|1270199|1 1/2 teaspoons|coriander
14733|1270199|1 1/2 teaspoons|cumin
14734|1270199|1 small|garlic
14735|1270199|1 tablespoon|olive oil
14736|1270199|1 teaspoon|paprika
14737|1270199|1/4 to|chile
14738|1270199|2 tomatoes,|red onion
14739|1270199|4 skinless,|chicken breast
14740|1270199|4 teaspoons|lime juice
14776|1268970||black pepper
14777|1268970|1 sprig|rosemary
14778|1268970|100 g/3|broccoli
14779|1268970|2 tbsp|olive oil
14780|1268970|2 tbsp|parsley
14781|1268970|2|garlic
14782|1268970|200 g/7oz|steak
14783|1268970|30 g/1oz|butter
14814|32263||pork
14815|32263|1 1/2 lb|barbecue sauce
14816|32263|1 jar|salt
14817|32263|1/2 ts|black pepper
14818|32263|1/4 ts|ham
14900|140566||jalapeno
14901|140566||lemon
14902|140566||chicken
14903|140566||cilantro
14904|140566||olive oil
14905|140566|1 c|cumin
14906|140566|1 tb|cilantro
14907|140566|1 ts|red onion
14908|140566|1|chicken
14909|140566|1/2 c|olive oil
14910|140566|1/2 ts|cumin
14911|140566|1/2|avocado
14912|140566|1/4 c|red onion
14913|140566|1/4|tomato
14914|140566|2 tb|lemon
14915|140566|3 tb|corn
14922|1251522||dijon mustard
14923|1251522||butter
14924|1251522||chicken
14925|1251522||lemon
14926|1251522||pepper
14927|1251522||rosemary
14928|1251522||sugar
14929|1251522||vegetable oil
14930|94172||garlic
14931|94172|1 c|red wine
14932|94172|1 lb|cherries
14933|94172|1/2 c|salt
14934|94172|1/3 c|pepper
14935|94172|1/4 ts|orange juice
14936|94172|1/4|cornstarch
14937|94172|1/8 ts|ginger root
14938|94172|1/8 ts|allspice
14939|94172|3 tb|pepper
14940|94172|3 tb|shallot
14941|94172|4 lb|loin
14954|110745|1 lg|rosemary
14955|110745|1/8 ts|garlic
14956|110745|2 md|parsley
14957|110745|2 tb|eggplant
14958|110745|2 tb|garlic
14959|110745|2|tomatoes
14960|110745|3 1/2 lb|broil
14961|110745|4 sm|olive oil
14962|110745|8 sl|black pepper
14963|218495|1 cup|celery
14964|218495|1 medium|garlic
14965|218495|1 medium|onion
14966|218495|1/2 cup|white wine
14967|218495|2 cloves|thyme
14968|218495|2 stalks|carrot
14969|218495|3 fresh leaves|tomato paste
14970|218495|4 sprigs|parsley
14971|218495|6 sprigs|sage
14981|640559||pepper
14982|640559|16 oz.|barbecue sauce
14983|640559|4|pork tenderloin
14984|32186|1/2 ts|salt
14985|32186|1/4 ts|black pepper
14986|32186|4 lg|mushroom
14987|66199||sugar
14988|66199|1 1/2 ts|salt
14989|66199|1 tb|soy sauce
14990|66199|1 ts|ginger
14991|66199|1 ts|spice
14992|66199|1/4 c|honey
14993|66199|2 lb|pork
14994|66199|2|hoisin sauce
14995|66199|4 tb|ketchup
14996|66199|5 ts|garlic
14997|66199|5 ts|white wine
14998|93774|c|onion
14999|93774||cooking spray
15000|93774|1/2 c|cilantro
15001|93774|1/4 c|port
15002|93774|2/3 c|bbq
15003|93860||orange juice
15004|93860|1 c|vegetable oil
15005|93860|1 ts|basil
15006|93860|1 ts|cinnamon
15007|93860|1 ts|garlic
15008|93860|1/2 ts|pepper
15009|93860|1/2 ts|salt
15010|93860|1/3 c|vinegar
15011|93860|1/4 c|orange juice
15012|93860|10|chile
15013|93860|2 tb|chicken breast
15014|93897||tarragon
15015|93897|1 1/2 lb|chicken
15016|93897|1 tb|mustard
15017|93897|1 ts|scallion
15018|93897|1 ts|capers
15019|93897|1|parsley
15020|93897|1/2 c|cider vinegar
15021|93897|1/2 ts|black pepper
15022|93897|1/4 ts|bay leaves
15023|93897|1/4 ts|black pepper
15024|93897|2|mustard
15027|93941||orange juice
15028|93941|1 1/4 c|cumin
15029|93941|1 c|chicken stock
15030|93941|1 tb|chili powder
15031|93941|1 tb|garlic
15032|93941|1/2 c|honey
15033|93941|1/4 c|olive oil
15034|93941|2 tb|chili powder
15035|93941|2|peach
15036|93941|2|chili
15037|93941|6 lb|chicken
15038|93945||herb
15039|93945||parsley
15040|93945||pepper
15041|93945|1 tb|red wine vinegar
15042|93945|1 ts|rosemary
15043|93945|1/2 c|lemon
15044|93945|1/4 c|olive oil
15045|93945|2 tb|basil
15046|93945|2|garlic
15047|93945|6|chicken breast
15048|140669||grate
15049|140669||lime juice
15050|140669||orange juice
15051|140669||parsley
15052|140669|1/2 ts|marinade
15053|140669|1/4 c|steak
15054|93747||garlic
15055|93747||chicken
15056|93747|1 c|butter
15057|93747|1 lb|pepper
15058|93747|1 lb|chicken
15059|93747|1 sm|onion
15060|93747|1 tb|thyme
15061|93747|1 ts|salt
15062|93747|1 ts|marjoram
15063|93747|1 ts|rosemary
15064|93747|1/2 c|vegetable oil
15065|93747|1/2 ts|salt
15066|93747|2 tb|grapefruit
15067|93747|2 tb|italian
15068|93747|2 tb|lemon
15069|93747|2 tb|thyme
15070|93747|3 tb|honey
15071|1620486||ground pepper
15072|1620486|1 cup|yogurt
15073|1620486|1 stick|butter
15074|1620486|1 tablespoon|butter
15075|1620486|1 tablespoon|canola oil
15076|1620486|1 teaspoon|paprika
15077|1620486|2 large|pita
15078|1620486|2 tablespoons|olive oil
15079|1620486|2 teaspoons|garlic
15080|1620486|2 teaspoons|oregano
15081|1620486|3 pounds|steak
15082|1620486|4 cups|tomatoes
15083|1620486|4 teaspoons|cumin
15084|1620486|4|pepper
15094|103170|1 tb|brown sugar
15095|103170|1 tb|garlic
15096|103170|1 tb|ginger
15097|103170|1 ts|turmeric
15098|103170|1|chicken
15099|103170|2 tb|fish sauce
15100|103170|2 tb|vegetable oil
15101|103170|2 tb|coriander
15102|103170|2|lemon grass
15103|1579501|1 1/2 tablespoons|red wine vinegar
15104|1579501|1 pound|chicken
15105|1579501|1 pound|mushrooms
15106|1579501|1 teaspoon|chili powder
15107|1579501|1|red onion
15108|1579501|1|onion
15109|1579501|1|red bell pepper
15110|1579501|1/2 teaspoon|onion powder
15111|1579501|1/2 teaspoon|paprika
15112|1579501|3 tablespoons|lime juice
15113|1579501|3 tablespoons|olive oil
15114|1579501|3 tablespoons|orange juice
15115|1579501|3 tablespoons|lemon
15116|1579501|4 cloves|garlic
15117|116187|1 c|ketchup
15118|116187|1 c|brown sugar
15119|116187|1 ts|pepper
15120|116187|1 ts|worcestershire sauce
15121|116187|1/2 c|lemon
15122|116187|1/4 c|butter
15123|116187|1/4 c|onion
15124|120543|1 c|extra virgin olive oil
15125|120543|1 ts|mustard
15126|120543|1|calamari
15127|120543|12|mussels
15128|120543|2 tb|lemon
15129|120543|3 cloves|pepper
15130|120543|6 giant|fish
15131|120543|6 lg|almond
15132|120543|6 md|fish
15133|120543|6 md|garlic
15134|120543|6 sl|milk
15135|120543|6 sm|egg
15136|120543|6 tb|olive oil
15137|121220||olive oil
15138|121220|1 1/2 lb|tomato
15139|121220|1 c|mushrooms
15140|121220|1/2 c|basil
15141|121220|1/2 c|chicken
15142|121220|2|eggplant
15143|121220|2|sun-dried tomato
15144|121220|4 cloves|garlic
15145|206762||paprika
15146|206762||salt
15147|206762|1|canola oil
15148|206762|1|garlic
15149|206762|1/2|ginger
15150|206762|1/2|pepper
15151|206762|1/2|tarragon
15152|206762|1/2|season
15153|206762|1/4|lemon
15154|586265|1  tablespoon|olive oil
15155|586265|1 1/2 teaspoons|ginger
15156|586265|1 large|shallot
15157|586265|1 tablespoon|lemon zest
15158|586265|1 teaspoon|coriander
15159|586265|1 teaspoon|cumin
15160|586265|2 cloves|garlic
15161|586265|2 tablespoons|brown sugar
15162|586265|2 tablespoons|soy sauce
15163|586265|4|chicken breast
15164|322414||salt
15165|322414||worcestershire sauce
15166|322414|1|carrot
15167|322414|1 cup|cider vinegar
15168|322414|1 cup|ketchup
15169|322414|1 stick|celery
15170|322414|1|garlic
15171|322414|1|onion
15172|322414|1/2  tsp|salt
15173|322414|1/2 tbsp|paprika
15174|322414|1/4 cup|cider vinegar
15175|322414|1/8  cup|brown sugar
15176|322414|1/8 cup|vegetable oil
15177|322414|2 cups|onion
15178|322414|2 cup|mustard
15179|322414|2-3 racks (4 bones pp)|pork
15180|322414|4 cloves|garlic
15181|163934|1 bottle|chili
15182|163934|1 envelope|onion
15183|163934|1|usda
15184|63240||ginger
15185|63240|1 1/2 ts|chicken breast
15186|63240|1 lg|onion
15187|63240|1 lg|pepper
15188|63240|1 ts|yogurt
15189|63240|1/2 ts|coriander
15190|63240|1/4 c|lime juice
15191|63240|1/4 ts|turmeric
15192|63240|1/8 ts|cayenne
15193|63240|2 cl|cumin
15194|63240|2 ts|salt
15195|63240|3|garlic
15196|736134||pepper
15197|736134|2 tablespoons|red wine vinegar
15198|736134|2|garlic
15199|736134|4 chicken|tomatoes
15200|736134|4 tablespoons|basil
15201|736134|4 tablespoons|olive oil
15202|736134|6 ounces|mozzarella
15203|283460||marinade
15204|283460|1 t|lemon
15205|283460|1 tsp.|season
15206|283460|1 tsp.|garlic
15207|283460|1/3 cup|olive oil
15208|283460|2 t|dijon mustard
15209|283460|2 t|tarragon
15210|283460|4 boneless,|chicken breast
15211|93957||vegetable oil
15212|93957||lime
15213|93957||orange
15214|93957|1 md|red onion
15215|93957|1|brown sugar
15216|93957|1/2 c|salt
15217|93957|1/2 c|lemon
15218|93957|1/4 c|butter
15219|93957|1/4 c|mangos
15220|93957|1/4 c|olive oil
15221|93957|2 lg|cider vinegar
15222|93957|2 tb|red pepper
15223|93957|3 tb|chicken
15224|93957|3 tb|pineapple
15225|93957|3|banana
15226|93957|3|chile
15227|93957|3|lime juice
15228|93957|6|garlic
15229|158901|1 pound|ham
15230|158901|1/4 cup|apricot
15231|158901|2 teaspoons|cider vinegar
15232|158901|2 teaspoon|mustard
15233|159016|1 tablespoon|honey
15234|159016|2 1&quot; thick|steak
15235|159016|2 small cloves|garlic
15236|159016|2 tablespoons|onion
15237|159016|2 tablespoon|lemon
15238|159016|2 tablespoon|soy sauce
15239|458233|1 pound|chicken
15240|458233|1 tablespoon|ginger
15241|458233|1/2 teaspoon|red pepper
15242|458233|1/4 cup|lime juice
15243|458233|1/4 cup|peanut butter
15244|458233|2 cloves|garlic
15245|458233|3 tablespoons|soy sauce
15246|183586||black pepper
15247|183586||chicken breast
15248|183586|1 cup|corn
15249|183586|1|red bell pepper
15250|183586|1/4 small|cabbage
15251|183586|2 tablespoons|olive oil
15252|183586|2 teaspoons|honey
15253|183586|5 tablespoons|lemon
15254|1169933|1/2 teaspoon|ginger
15255|1169933|1/2 teaspoon|onion powder
15256|1169933|1/4 teaspoon|cinnamon
15257|1169933|1/8 teaspoon|cayenne
15258|1169933|2 (6 ounce)|loin
15259|1169933|2 cloves|garlic
15260|1169933|2 tablespoons|brown sugar
15261|1169933|2 teaspoons|ketchup
15262|1169933|3 tablespoons|worcestershire sauce
15263|1169933|3 tablespoons|honey
15264|1169933|3 tablespoons|soy sauce
15265|94393||paprika
15266|94393||pepper
15267|94393||salt
15268|94393||tabasco
15269|94393||mace
15270|94393||mustard
15271|94393||thyme
15272|94393|1 1/2 tb|chives
15273|94393|1 3/4 lb|beef
15274|94393|1 generous dash|sherry
15275|94393|1 pinch|black pepper
15276|94393|1 cl|black pepper
15277|94393|1 tb|lemon
15278|94393|1 ts|garlic
15279|94393|1 ts|ketchup
15280|94393|1/3 c|worcestershire sauce
15281|94393|2 tb|green bell pepper
15282|94393|2 tb|onion
15283|94393|3 tb|butter
15284|188165|1 tablespoon|garlic
15285|188165|1 tablespoon|rosemary
15286|188165|1 tablespoon|thyme
15287|188165|1|steak
15288|188165|1/3 cup|olive oil
15289|188165|1/3 cup|soy sauce
15290|188165|2 tablespoons|sugar
15291|188165|2/3 cup|red wine
15292|319348|2 whole|garlic
15293|989783||cooking spray
15294|989783|1 tablespoon|pepper
15295|989783|1 tablespoon|sugar
15296|989783|1/2 teaspoon|allspice
15297|989783|1/2 teaspoon|black pepper
15298|989783|1/2 teaspoon|salt
15299|989783|1/2 teaspoon|thyme
15300|989783|1/4 cup|red onion
15301|989783|1/4 teaspoon|red pepper
15302|989783|2 teaspoons|cider vinegar
15303|989783|2 teaspoons|soy sauce
15304|989783|8 skinless,|chicken
15305|165582|1 1/8 teaspoons|garlic
15306|165582|1 pinch|cayenne
15307|165582|1 tablespoon|onion powder
15308|165582|1 teaspoon|ground pepper
15309|165582|12|broth
15310|165582|2 cups|ham
15311|165582|2 tablespoons|chili powder
15312|165582|2 teaspoons|salt
15313|165582|5 pounds|pork
15314|195379|1 tsp|garlic
15315|195379|1/2 cup|bbq
15316|195379|1/4 tsp|black pepper
15317|195379|2 cups|cider vinegar
15318|195379|4 ea|chicken
15319|176662|3  pounds|bbq
15320|176662|1 14.5-oz can|broth
15322|1639205|2 pounds|shrimp
15323|93785||lemon
15324|93785||pepper
15325|93785|1 c|grate
15326|93785|1/4 c|beef
15327|93785|1/4 c|pine nut
15328|93785|2 bn|parsley
15329|93785|2 oz|olive oil
15330|93785|4 tb|bread crumbs
15331|93785|8|rosemary
15332|93878||red wine vinegar
15333|93878||thyme
15334|93878|1 ds|arugula
15335|93878|1 tb|worcestershire sauce
15336|93878|1 ts|red bell pepper
15337|93878|1 ts|tomatoes
15338|93878|1/4 c|black pepper
15339|93878|12 sl|dijon mustard
15340|93878|2 tb|salt
15341|93878|2|mayonnaise
15342|93878|3 oz|olive oil
15343|93878|6|chicken breast
15383|1494183|1 clove|garlic
15384|1494183|1 tablespoon|chives
15385|1494183|1 tablespoon|shallot
15386|1494183|2 ounces|goat cheese
15387|1494183|2 pounds|steak
15388|1494183|4 tablespoons|butter
15389|691648|2 cups|onion
15390|691648|2-4 lbs|pork tenderloin
15391|152400||apple
15392|152400||bbq
15393|152400||green bell pepper
15394|152400||soy sauce
15395|152400|1|goose
15396|152400|1|onion
15397|441898||bbq
15398|441898||corn
15399|441898||garlic
15400|441898||olive oil
15401|441898||pork
15402|441898||red onion
15403|441898||red pepper
15404|441898||cheese
15405|441898||chili
15406|441898|1|pizza
15407|1163403||chicken breast
15408|1163403|1 (12 fluid ounce) can|honey
15409|1163403|1 lime,|beer
15410|1163403|1 teaspoon|garlic
15411|1163403|2 cloves|cilantro
15412|1163403|2 tablespoons|pepper
15413|423481||garlic
15414|423481||pepper
15415|423481||salt
15416|423481|1/4 tsp|oregano
15417|423481|2 cups|mozzarella
15418|423481|2 small/medium|squash
15419|423481|4 thin|chicken
15420|474551|1 cup|italian
15421|474551|2 teaspoons|lime juice
15422|474551|4 teaspoons|honey
15423|474551|5|chicken breast
15424|287108|1 1/4 cups|chicken broth
15425|287108|1 cup|rice
15426|287108|1/2 cup|paprika
15427|287108|2 oz|red pepper
15428|287108|2|chicken
15429|287108|6|shrimp
15430|1231876||cooking spray
15431|1231876|1 pound|steak
15432|1231876|1 tablespoon|worcestershire sauce
15433|1231876|1|garlic
15434|1231876|1/2 teaspoon|kosher salt
15435|1231876|1/4 cup|balsamic vinegar
15436|1231876|1/4 teaspoon|black pepper
15437|1231876|2 teaspoons|brown sugar
15438|474541||ground pepper
15439|474541|1 1/2 pounds|chicken
15440|474541|1|lemon
15441|474541|1/2 cup|parsley
15442|474541|16 medium|mushrooms
15443|474541|16 medium|onion
15444|474541|2 medium|zucchini
15445|474541|3 tablespoons|olive oil
15446|618042|6|chicken breast
15447|847200||cayenne
15448|847200||ground pepper
15449|847200|1 1/2 tablespoons|vinegar
15450|847200|1 shallot,|mince
15451|847200|1/2 teaspoon|cumin
15452|847200|18 ounces|drain
15453|847200|3 tablespoons|capers
15454|847200|3 tablespoons|parsley
15455|847200|5 tablespoons|olive oil
15456|847200|8 jarred|pepper
15457|283800||baby spinach
15458|283800|1 1/2 teaspoons|turmeric
15459|283800|1 whole|garlic
15460|283800|1 whole|olive oil
15461|283800|1 clove|thyme
15462|283800|1 cup|yogurt
15463|283800|1 pound|chicken
15464|283800|1 tablespoon|baby spinach
15465|283800|1 tablespoon|ground pepper
15466|283800|1 tablespoon|lemon
15467|283800|1 tablespoon|salt
15468|283800|1/2 whole|lime juice
15469|283800|1/2 teaspoon|red bell pepper
15470|283800|1/2 teaspoon|coriander
15471|283800|1/2 teaspoon|cumin
15472|283800|1/2 teaspoon|salt
15473|283800|1/4 teaspoon|cardamom
15474|283800|1/4 teaspoon|pepper
15475|283800|1/8 teaspoon|green onion
15476|283800|2 cups|mushrooms
15477|283800|3 large|olive oil
15478|158963|1 cup|italian
15479|158963|1|pork tenderloin
15480|311197||daikon
15481|311197||short ribs
15482|311197|1 cup|brown sugar
15483|311197|1 cup|cilantro
15484|311197|1 cup|scallion
15485|311197|1 tablespoon|tortilla
15486|311197|1|mirin
15487|311197|1/2 cup|mirin
15488|311197|1/3 cup|sesame oil
15489|311197|1/4 cup|garlic
15490|311197|2 tablespoons|extra virgin olive oil
15491|311197|2 teaspoons|cabbage
15492|311197|3 cups|bean sprouts
15493|311197|3 pounds|soy sauce
15494|311197|3 tablespoons|soy sauce
15495|311197|6 cloves|scallion
15496|311197|6|lime
15497|311197|6|garlic
15498|553876|1 1/2 t|cumin
15499|553876|1 1/2 tsp|pepper
15500|553876|1 1/2 tsp|sugar
15501|553876|1 1/4 tsp|lamb
15502|553876|1/2 c|sake
15503|553876|1/4 c|sesame oil
15504|553876|2 1/2 t|garlic
15505|553876|2 1/2 t|ginger
15506|553876|2 tsp|coriander
15507|553876|3 lbs|sesame seeds
15508|907615|1/4 cup|chicken breast
15509|159042||lemon
15510|159042|1 3-lb|loin
15511|159042|1 tablespoon|salt
15512|159042|1/3 cup|rosemary
15513|159042|1/4 cup|black pepper
15514|159042|1/4 cup|sage
15515|159042|5 cloves|garlic
15516|159205|1 14-oz bottle|ketchup
15517|159205|1 6-pound|pork
15518|159205|1 cup|kosher salt
15519|159205|1 cup|black pepper
15520|159205|1 cup|paprika
15521|159205|1 tablespoon|chili powder
15522|159205|1 tablespoon|paprika
15523|159205|1 tablespoon|red pepper flakes
15524|159205|1 tablespoon|salt
15525|159205|1 tablespoon|black pepper
15526|159205|1/2 cup|orange juice
15527|159205|1/2 teaspoon|cayenne
15528|159205|1/2 teaspoon|cumin
15529|159205|1/4 cup|brown sugar
15530|159205|1/4 cup|mustard
15531|159205|2 28-oz cans|tomatoes
15532|159205|2 large|onion
15533|159205|3 cups|cider vinegar
15534|159205|3 tablespoons|vegetable oil
15535|125875||garlic
15536|125875||lemon
15537|125875|1 lg|cherry tomatoes
15538|125875|12|steak
15539|125875|2 ts|bacon
15540|125875|2 ts|olive oil
15541|125875|8 sl|lemon
15542|336758||bbq
15543|336758|1  tablespoon|liquid smoke
15544|336758|1  teaspoon|cumin
15545|336758|1 teaspoon|cayenne
15546|336758|2 teapoons|salt
15547|336758|2 teaspoons|onion powder
15548|336758|2 teaspoons|black pepper
15549|336758|4 teaspoons|paprika
15550|166709||garlic
15551|166709|1 kilogram|fillet
15552|166709|1 large pinch|ketchup
15553|166709|125 mililiters|mustard
15554|166709|2 tablespoons|worcestershire sauce
15555|166709|4 medium cloves|sugar
15556|522632||salt
15557|522632|1 1/2 pounds|steak
15558|522632|1 tablespoon|worcestershire sauce
15559|522632|1 teaspoon|kosher salt
15560|522632|1/2 cup|green onion
15561|522632|1/2 teaspoon|garlic
15562|522632|1/2|onion
15563|522632|1/4 cup|broth
15564|522632|2|mushrooms
15565|522632|3/4 teaspoon|black pepper
15566|522632|6 tablespoons|butter
15567|1640488||fillet
15568|1640488||honey
15569|1640488||watermelon
15570|1640488|1 cup|jalapeno
15571|1640488|1 large|orange juice
15572|1640488|1 tablespoon|cayenne
15573|1640488|1 tablespoon|cheese
15574|1640488|1 whole|brown sugar
15575|1640488|1|cilantro
15576|1640488|1/2 teaspoon|garlic
15577|1640488|1/2 teaspoon|olive oil
15578|1640488|1/2 teaspoon|pepper
15579|1640488|1/2 teaspoon|thyme
15580|1640488|1/2|pineapple
15581|1640488|1/4 cup|lime
15582|1640488|2 tablespoons|paprika
15583|561575||pepper
15584|561575|1 1/2 cup|tomatillo
15585|561575|1 tablespoon|lime juice
15586|561575|1/2 large|onion
15587|561575|2 tablespoons|canola oil
15588|561575|2 tablespoons|cilantro
15589|561575|4 skinless,|chicken breast
15590|561575|6|pineapple
15591|79916||lettuce
15592|79916|1 lb|ground beef
15593|79916|1 tb|catsup
15594|79916|1 tb|mayonnaise
15595|79916|1|tomato
15596|79916|1|onion
15597|79916|1/2 c|sour cream
15598|79916|1/2 ts|worcestershire sauce
15599|79916|1/2 ts|pepper
15600|79916|2 ts|mustard
15601|79916|3 tb|bread crumbs
15602|79916|3|green onions
15603|79916|4|ham
15604|325874|1 pound|chicken breast
15605|325874|1/4 teaspoon|garlic
15606|325874|1/4 teaspoon|rosemary
15607|325874|1/4 teaspoon|salt
15608|325874|1/4 teaspoon|thyme
15609|325874|1/8 teaspoon|black pepper
15610|325874|2 tablespoon|olive oil
15611|93884|1 ts|black pepper
15612|93884|1 ts|cumin
15613|93884|1/2 ts|salt
15614|93884|1/4 c|olive oil
15615|93884|2 cloves|garlic
15616|93884|2 tb|lemon
15617|93884|6|chicken breast
15618|175086||butter
15619|175086|1/2 cup|parmesan
15620|175086|1/2 cup|cream
15621|175086|1/2 teaspoon|garlic
15622|175086|1/8 teaspoon|pepper
15623|175086|1/8 teaspoon|salt
15624|175086|3|chicken breast
15625|175086|3/4 cup|salt
15626|175086|8 ounces|parsley
15627|573621|1 1/2 pounds|peach
15628|573621|1/2 cup|salt
15629|573621|1/2 teaspoon|cooking spray
